,id,year,stint,team,lg,g,ab,r,h,X2b,X3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
8647,torrejo01,1960,1,ML1,NL,2,2,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8648,vernomi01,1960,1,PIT,NL,9,8,0,1,0,0,0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
8649,willibi01,1960,1,CHN,NL,12,47,4,13,0,2,2,7.0,0.0,0.0,5,12.0,0.0,0.0,0.0,0.0,1.0
8650,willist02,1960,1,LAN,NL,38,64,7,9,1,0,2,7.0,0.0,0.0,3,35.0,0.0,0.0,7.0,0.0,1.0
8651,willsma01,1960,1,LAN,NL,148,516,75,152,15,2,0,27.0,50.0,12.0,35,47.0,8.0,3.0,3.0,2.0,11.0
8652,adairje01,1961,1,BAL,AL,133,386,41,102,21,1,9,37.0,5.0,2.0,35,51.0,4.0,2.0,1.0,4.0,6.0
8653,aguirha01,1961,1,DET,AL,45,9,0,0,0,0,0,1.0,0.0,0.0,0,8.0,0.0,0.0,3.0,1.0,0.0
8654,aparilu01,1961,1,CHA,AL,156,625,90,170,24,4,6,45.0,53.0,13.0,38,33.0,0.0,1.0,4.0,4.0,12.0
8655,barbest01,1961,1,BAL,AL,37,80,6,13,1,0,2,6.0,0.0,0.0,5,42.0,0.0,1.0,9.0,0.0,0.0
8656,berrayo01,1961,1,NYA,AL,119,395,62,107,11,0,22,61.0,2.0,0.0,35,28.0,4.0,2.0,0.0,5.0,7.0
8657,boyercl02,1961,1,NYA,AL,148,504,61,113,19,5,11,55.0,1.0,3.0,63,83.0,4.0,2.0,1.0,8.0,13.0
8658,brinked01,1961,1,WS2,AL,4,11,0,1,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
8659,brownha01,1961,1,BAL,AL,27,50,3,7,2,0,0,1.0,0.0,0.0,3,11.0,0.0,0.0,3.0,1.0,1.0
8660,bunniji01,1961,1,DET,AL,38,100,6,13,1,0,0,4.0,0.0,0.0,2,30.0,0.0,0.0,2.0,0.0,3.0
8661,busbyji01,1961,1,BAL,AL,75,89,15,23,3,1,0,6.0,2.0,0.0,8,10.0,0.0,0.0,1.0,1.0,1.0
8662,cashno01,1961,1,DET,AL,159,535,119,193,22,8,41,132.0,11.0,5.0,124,85.0,19.0,9.0,2.0,2.0,16.0
8663,cervbo01,1961,1,LAA,AL,18,57,3,9,3,0,2,6.0,0.0,0.0,1,8.0,0.0,0.0,1.0,1.0,4.0
8664,cervbo01,1961,2,NYA,AL,57,118,17,32,5,1,6,20.0,1.0,0.0,12,17.0,0.0,1.0,0.0,0.0,6.0
8665,clinety01,1961,1,CLE,AL,12,43,9,9,2,1,0,1.0,1.0,0.0,6,1.0,0.0,2.0,0.0,0.0,0.0
8666,colavro01,1961,1,DET,AL,163,583,129,169,30,2,45,140.0,1.0,2.0,113,75.0,2.0,2.0,2.0,8.0,14.0
8667,covinwe01,1961,2,CHA,AL,22,59,5,17,1,0,4,15.0,0.0,0.0,4,5.0,1.0,0.0,2.0,0.0,2.0
8668,covinwe01,1961,3,KC1,AL,17,44,3,7,0,0,1,6.0,0.0,0.0,4,7.0,0.0,2.0,0.0,0.0,2.0
8669,donovdi01,1961,1,WS2,AL,24,56,6,10,1,0,1,7.0,0.0,0.0,6,23.0,0.0,0.0,1.0,0.0,0.0
8670,downial01,1961,1,NYA,AL,5,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8671,dropowa01,1961,1,BAL,AL,14,27,1,7,0,0,1,2.0,0.0,0.0,4,3.0,0.0,0.0,0.0,0.0,3.0
8672,foileha01,1961,1,BAL,AL,43,124,18,34,6,0,6,19.0,0.0,2.0,12,27.0,1.0,0.0,1.0,1.0,4.0
8673,fordwh01,1961,1,NYA,AL,39,96,11,17,1,0,0,10.0,0.0,0.0,12,17.0,0.0,0.0,5.0,1.0,1.0
8674,fornimi01,1961,1,BOS,AL,57,32,2,5,1,0,1,4.0,0.0,0.0,0,8.0,0.0,0.0,1.0,0.0,0.0
8675,foxne01,1961,1,CHA,AL,159,606,67,152,11,5,2,51.0,2.0,3.0,59,12.0,3.0,9.0,15.0,7.0,17.0
8676,francti01,1961,1,CLE,AL,155,592,87,178,30,8,16,85.0,2.0,1.0,56,52.0,3.0,4.0,12.0,3.0,11.0
8677,freehbi01,1961,1,DET,AL,4,10,1,4,0,0,0,4.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
8678,fregoji01,1961,1,LAA,AL,11,27,7,6,0,0,0,3.0,0.0,0.0,1,4.0,0.0,0.0,1.0,0.0,2.0
8679,garvene01,1961,1,LAA,AL,12,6,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
8680,ginsbjo01,1961,1,CHA,AL,6,3,0,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
8681,ginsbjo01,1961,2,BOS,AL,19,24,1,6,0,0,0,5.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
8682,goodmbi01,1961,1,CHA,AL,41,51,4,13,4,0,1,10.0,0.0,0.0,7,6.0,0.0,0.0,0.0,1.0,1.0
8683,grantmu01,1961,1,CLE,AL,48,88,8,15,2,0,1,6.0,0.0,0.0,4,29.0,0.0,0.0,5.0,1.0,2.0
8684,greenle01,1961,1,MIN,AL,156,600,92,171,28,7,9,50.0,17.0,11.0,81,50.0,2.0,6.0,3.0,2.0,5.0
8685,halldi01,1961,1,BAL,AL,30,36,4,5,0,0,0,1.0,0.0,0.0,3,13.0,0.0,0.0,4.0,0.0,1.0
8686,hansero02,1961,1,BAL,AL,155,533,51,132,13,2,12,51.0,1.0,3.0,66,96.0,2.0,1.0,3.0,4.0,19.0
8687,heldwo01,1961,1,CLE,AL,146,509,67,136,23,5,23,78.0,0.0,0.0,69,111.0,11.0,3.0,3.0,6.0,14.0
8688,herbera01,1961,1,KC1,AL,13,28,1,3,1,0,0,4.0,0.0,0.0,1,5.0,0.0,0.0,2.0,0.0,0.0
8689,herbera01,1961,2,CHA,AL,21,53,7,12,1,0,2,3.0,0.0,0.0,3,8.0,0.0,1.0,1.0,0.0,0.0
8690,hoeftbi01,1961,1,BAL,AL,35,39,1,7,0,0,0,4.0,0.0,0.0,4,13.0,0.0,0.0,2.0,1.0,0.0
8691,howarel01,1961,1,NYA,AL,129,446,64,155,17,5,21,77.0,0.0,3.0,28,65.0,6.0,3.0,1.0,4.0,5.0
8692,johnsde01,1961,1,NYA,AL,13,19,1,2,0,0,0,2.0,0.0,0.0,2,5.0,0.0,0.0,0.0,1.0,2.0
8693,johnsde01,1961,2,KC1,AL,83,283,31,61,11,3,8,42.0,0.0,1.0,14,44.0,1.0,1.0,1.0,4.0,9.0
8694,johnske02,1961,1,KC1,AL,6,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8695,kaatji01,1961,1,MIN,AL,47,63,10,15,3,1,0,1.0,0.0,0.0,4,13.0,0.0,1.0,3.0,0.0,2.0
8696,kalinal01,1961,1,DET,AL,153,586,116,190,41,7,19,82.0,14.0,1.0,66,42.0,2.0,4.0,4.0,5.0,16.0
8697,killeha01,1961,1,MIN,AL,150,541,94,156,20,7,46,122.0,1.0,2.0,107,109.0,6.0,3.0,0.0,5.0,11.0
8698,klinero01,1961,1,LAA,AL,26,31,0,3,0,0,0,0.0,0.0,0.0,1,17.0,0.0,0.0,3.0,0.0,0.0
8699,klinero01,1961,2,DET,AL,10,18,2,3,1,0,0,2.0,0.0,0.0,0,8.0,0.0,1.0,3.0,0.0,0.0
8700,klippjo01,1961,1,WS2,AL,42,7,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
8701,kluszte01,1961,1,LAA,AL,107,263,32,64,12,0,15,39.0,0.0,0.0,24,23.0,5.0,0.0,0.0,3.0,4.0
8702,larsedo01,1961,1,KC1,AL,18,20,2,6,0,0,1,4.0,0.0,0.0,1,5.0,0.0,0.0,1.0,0.0,0.0
8703,larsedo01,1961,2,CHA,AL,25,25,2,8,0,0,1,4.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,0.0
8704,laryfr01,1961,1,DET,AL,42,108,13,25,2,0,1,5.0,0.0,0.0,3,27.0,0.0,1.0,3.0,0.0,2.0
8705,lauch01,1961,2,BAL,AL,17,47,3,8,0,0,1,4.0,0.0,0.0,1,3.0,1.0,0.0,1.0,0.0,1.0
8706,lollash01,1961,1,CHA,AL,116,337,38,95,10,1,7,41.0,0.0,0.0,37,22.0,10.0,6.0,1.0,3.0,5.0
8707,mantlmi01,1961,1,NYA,AL,153,514,132,163,16,6,54,128.0,12.0,1.0,126,112.0,9.0,0.0,1.0,5.0,2.0
8708,maxwech01,1961,1,DET,AL,79,131,11,30,4,2,5,18.0,0.0,0.0,20,24.0,2.0,1.0,0.0,1.0,1.0
8709,mcauldi01,1961,1,DET,AL,80,285,36,73,12,4,6,33.0,2.0,3.0,24,39.0,0.0,4.0,1.0,1.0,5.0
8710,mcdowsa01,1961,1,CLE,AL,1,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
8711,mclisca01,1961,1,CHA,AL,31,54,2,9,1,0,0,5.0,0.0,0.0,1,24.0,0.0,0.0,3.0,0.0,1.0
8712,minchdo01,1961,1,MIN,AL,35,101,18,19,5,1,5,11.0,0.0,1.0,22,11.0,0.0,0.0,0.0,0.0,5.0
8713,minosmi01,1961,1,CHA,AL,152,540,91,151,28,3,14,82.0,9.0,4.0,67,46.0,2.0,16.0,0.0,12.0,11.0
8714,niemabo01,1961,2,CLE,AL,39,65,2,23,6,0,2,10.0,1.0,0.0,7,4.0,0.0,0.0,0.0,0.0,0.0
8715,nuxhajo01,1961,1,KC1,AL,56,65,5,19,2,1,2,13.0,0.0,0.0,6,18.0,0.0,0.0,5.0,0.0,2.0
8716,osteecl01,1961,2,WS2,AL,3,7,0,1,0,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
8717,pappami01,1961,1,BAL,AL,26,66,6,9,2,0,3,6.0,0.0,0.0,0,29.0,0.0,0.0,3.0,1.0,1.0
8718,pascuca02,1961,1,MIN,AL,35,85,4,14,3,0,0,4.0,0.0,0.0,5,15.0,0.0,0.0,5.0,0.0,5.0
8719,perryji01,1961,1,CLE,AL,35,73,4,12,2,0,0,3.0,0.0,0.0,1,14.0,0.0,0.0,5.0,0.0,2.0
8720,phillda01,1961,1,BAL,AL,99,144,13,36,9,2,1,23.0,2.0,0.0,10,20.0,0.0,0.0,0.0,3.0,9.0
8721,piercbi02,1961,1,CHA,AL,39,56,3,8,0,0,0,3.0,0.0,0.0,1,11.0,0.0,0.0,6.0,0.0,2.0
8722,piersji01,1961,1,CLE,AL,121,484,81,156,26,7,6,40.0,8.0,2.0,43,46.0,1.0,2.0,4.0,3.0,18.0
8723,pizarju01,1961,1,CHA,AL,40,69,10,17,3,1,0,5.0,1.0,0.0,5,19.0,0.0,1.0,1.0,1.0,2.0
8724,powelbo01,1961,1,BAL,AL,4,13,0,1,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
8725,powervi01,1961,1,CLE,AL,147,563,64,151,34,4,5,63.0,4.0,3.0,38,16.0,5.0,1.0,8.0,12.0,19.0
8726,ramospe01,1961,1,MIN,AL,53,93,8,16,1,0,3,11.0,0.0,0.0,3,42.0,0.0,1.0,2.0,1.0,1.0
8727,reganph01,1961,1,DET,AL,33,40,4,3,1,0,0,1.0,0.0,0.0,3,15.0,0.0,0.0,3.0,0.0,1.0
8728,ricede01,1961,1,LAA,AL,44,83,11,20,4,0,4,11.0,0.0,1.0,20,19.0,5.0,0.0,3.0,1.0,1.0
8729,robinbr01,1961,1,BAL,AL,163,668,89,192,38,7,7,61.0,1.0,3.0,47,57.0,2.0,4.0,8.0,9.0,21.0
8730,shawbo01,1961,1,CHA,AL,14,18,0,0,0,0,0,0.0,0.0,0.0,3,6.0,0.0,0.0,2.0,0.0,1.0
8731,shawbo01,1961,2,KC1,AL,28,55,5,11,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,1.0,0.0,2.0
8732,sievero01,1961,1,CHA,AL,141,492,76,145,26,6,27,92.0,1.0,0.0,61,62.0,4.0,6.0,0.0,4.0,11.0
8733,skowrbi01,1961,1,NYA,AL,150,561,76,150,23,4,28,89.0,0.0,0.0,35,108.0,9.0,8.0,0.0,3.0,21.0
8734,stalege01,1961,1,CHA,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8735,stalege01,1961,2,KC1,AL,23,1,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
8736,stalege01,1961,3,DET,AL,13,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8737,stobbch01,1961,1,MIN,AL,24,8,2,3,1,0,0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
8738,sturdto01,1961,1,WS2,AL,15,26,1,2,0,0,0,0.0,0.0,0.0,2,5.0,0.0,0.0,4.0,0.0,0.0
8739,terryra01,1961,1,NYA,AL,31,66,3,15,2,0,0,5.0,0.0,0.0,1,16.0,0.0,0.0,5.0,1.0,1.0
8740,thomage01,1961,1,DET,AL,17,6,2,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
8741,thomage01,1961,2,LAA,AL,79,282,39,79,12,1,13,59.0,3.0,6.0,21,66.0,1.0,3.0,3.0,2.0,3.0
8742,torgeea01,1961,1,CHA,AL,20,15,1,1,0,0,0,1.0,0.0,0.0,3,5.0,0.0,0.0,0.0,1.0,1.0
8743,torgeea01,1961,2,NYA,AL,22,18,3,2,0,0,0,0.0,0.0,1.0,8,3.0,0.0,0.0,0.0,0.0,1.0
8744,valoel01,1961,1,MIN,AL,33,32,0,5,2,0,0,4.0,0.0,0.0,3,3.0,1.0,1.0,0.0,0.0,2.0
8745,wertzvi01,1961,1,BOS,AL,99,317,33,83,16,2,11,60.0,0.0,0.0,38,43.0,3.0,2.0,0.0,6.0,11.0
8746,wertzvi01,1961,2,DET,AL,8,6,0,1,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8747,wilheho01,1961,1,BAL,AL,51,20,1,1,0,0,0,2.0,0.0,0.0,2,10.0,0.0,0.0,2.0,0.0,1.0
8748,willidi02,1961,1,BAL,AL,103,310,37,64,15,2,8,24.0,0.0,4.0,20,38.0,0.0,0.0,5.0,5.0,7.0
8749,woodlge01,1961,1,WS2,AL,110,342,39,107,16,4,10,57.0,1.0,0.0,50,24.0,3.0,2.0,1.0,1.0,10.0
8750,woodwi01,1961,1,BOS,AL,6,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
8751,wynnea01,1961,1,CHA,AL,17,37,4,6,0,0,0,2.0,0.0,0.0,3,11.0,0.0,0.0,1.0,0.0,1.0
8752,yastrca01,1961,1,BOS,AL,148,583,71,155,31,6,11,80.0,6.0,5.0,50,96.0,3.0,3.0,2.0,5.0,19.0
8753,yosted01,1961,1,LAA,AL,76,213,29,43,4,0,3,15.0,0.0,1.0,50,48.0,0.0,2.0,2.0,0.0,2.0
8754,aaronha01,1961,1,ML1,NL,155,603,115,197,39,10,34,120.0,21.0,9.0,56,64.0,20.0,2.0,1.0,9.0,16.0
8755,adcocjo01,1961,1,ML1,NL,152,562,77,160,20,0,35,108.0,2.0,1.0,59,94.0,4.0,2.0,4.0,2.0,22.0
8756,aloufe01,1961,1,SFN,NL,132,415,59,120,19,0,18,52.0,11.0,4.0,26,41.0,2.0,2.0,2.0,2.0,11.0
8757,alouma01,1961,1,SFN,NL,81,200,38,62,7,2,6,24.0,3.0,2.0,15,18.0,2.0,0.0,1.0,1.0,4.0
8758,ashburi01,1961,1,CHN,NL,109,307,49,79,7,4,0,19.0,7.0,6.0,55,27.0,2.0,3.0,1.0,2.0,4.0
8759,baileed01,1961,1,CIN,NL,12,43,4,13,4,0,0,2.0,0.0,0.0,3,5.0,1.0,0.0,0.0,0.0,0.0
8760,baileed01,1961,2,SFN,NL,107,340,39,81,9,1,13,51.0,1.0,5.0,42,41.0,6.0,4.0,1.0,6.0,8.0
8761,bankser01,1961,1,CHN,NL,138,511,75,142,22,4,29,80.0,1.0,2.0,54,75.0,21.0,2.0,0.0,6.0,11.0
8762,bellgu01,1961,1,CIN,NL,103,235,27,60,10,1,3,33.0,1.0,1.0,18,21.0,3.0,0.0,0.0,9.0,4.0
8763,blasido01,1961,1,SFN,NL,3,1,1,0,0,0,0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
8764,blasido01,1961,2,CIN,NL,123,450,59,100,18,4,1,21.0,4.0,3.0,39,38.0,0.0,2.0,9.0,2.0,7.0
8765,boyerke01,1961,1,SLN,NL,153,589,109,194,26,11,24,95.0,6.0,3.0,68,91.0,9.0,1.0,0.0,5.0,11.0
8766,breweji01,1961,1,CHN,NL,36,22,1,4,0,0,0,0.0,0.0,0.0,2,10.0,0.0,0.0,1.0,0.0,0.0
8767,brocklo01,1961,1,CHN,NL,4,11,1,1,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
8768,brunege01,1961,1,ML1,NL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8769,buhlbo01,1961,1,ML1,NL,32,60,2,4,0,0,0,2.0,0.0,0.0,5,30.0,0.0,0.0,2.0,0.0,1.0
8770,burdele01,1961,1,ML1,NL,42,103,10,21,5,0,3,11.0,0.0,0.0,2,39.0,0.0,0.0,3.0,0.0,0.0
8771,burgesm01,1961,1,PIT,NL,100,323,37,98,17,3,12,52.0,1.0,0.0,30,16.0,8.0,2.0,0.0,1.0,7.0
8772,callijo01,1961,1,PHI,NL,138,455,74,121,20,11,9,47.0,10.0,4.0,69,76.0,5.0,3.0,6.0,5.0,7.0
8773,cardele01,1961,1,CIN,NL,74,198,23,61,18,1,5,24.0,1.0,0.0,15,39.0,1.0,0.0,1.0,2.0,5.0
8774,cardwdo01,1961,1,CHN,NL,40,95,6,10,3,0,3,6.0,0.0,0.0,6,55.0,0.0,1.0,4.0,0.0,0.0
8775,cepedor01,1961,1,SFN,NL,152,585,105,182,28,4,46,142.0,12.0,8.0,39,91.0,11.0,9.0,0.0,3.0,21.0
8776,clemero01,1961,1,PIT,NL,146,572,100,201,30,10,23,89.0,4.0,1.0,35,59.0,10.0,3.0,1.0,3.0,18.0
8777,covinwe01,1961,1,ML1,NL,9,21,3,4,1,0,0,0.0,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
8778,covinwe01,1961,4,PHI,NL,57,165,23,50,9,0,7,26.0,0.0,0.0,15,17.0,1.0,0.0,0.0,3.0,4.0
8779,crandde01,1961,1,ML1,NL,15,30,3,6,3,0,0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0
8780,davisto02,1961,1,LAN,NL,132,460,60,128,13,2,15,58.0,10.0,4.0,32,53.0,4.0,2.0,9.0,5.0,16.0
8781,daviswi02,1961,1,LAN,NL,128,339,56,86,19,6,12,45.0,12.0,5.0,27,46.0,4.0,5.0,6.0,3.0,5.0
8782,drabomo01,1961,1,ML1,NL,16,4,0,1,0,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
8783,ellswdi01,1961,1,CHN,NL,37,56,1,2,1,0,0,0.0,0.0,0.0,3,29.0,0.0,1.0,5.0,0.0,0.0
8784,facero01,1961,1,PIT,NL,62,11,0,3,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
8785,fairlro01,1961,1,LAN,NL,111,245,42,79,15,2,10,48.0,0.0,0.0,48,22.0,0.0,1.0,6.0,1.0,3.0
8786,farretu01,1961,1,PHI,NL,5,2,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8787,farretu01,1961,2,LAN,NL,50,18,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,3.0,0.0,1.0
8788,fisheed02,1961,1,SFN,NL,15,7,0,1,1,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
8789,floodcu01,1961,1,SLN,NL,132,335,53,108,15,5,2,21.0,6.0,2.0,35,33.0,2.0,3.0,7.0,0.0,6.0
8790,freesge02,1961,1,CIN,NL,152,575,78,159,27,2,26,87.0,8.0,2.0,27,78.0,5.0,0.0,1.0,3.0,17.0
8791,frienbo01,1961,1,PIT,NL,41,79,6,11,0,1,0,7.0,0.0,0.0,1,36.0,0.0,0.0,9.0,0.0,0.0
8792,gibbojo01,1961,1,PIT,NL,31,59,1,8,1,1,0,6.0,0.0,0.0,1,22.0,0.0,0.0,10.0,1.0,1.0
8793,gibsobo01,1961,1,SLN,NL,40,66,4,13,5,0,1,10.0,0.0,0.0,3,23.0,0.0,1.0,3.0,2.0,1.0
8794,gonzato01,1961,1,PHI,NL,126,426,58,118,16,8,12,58.0,15.0,5.0,49,66.0,7.0,6.0,2.0,2.0,10.0
8795,groatdi01,1961,1,PIT,NL,148,596,71,164,25,6,6,55.0,0.0,4.0,40,44.0,0.0,1.0,7.0,4.0,22.0
8796,haddiha01,1961,1,PIT,NL,31,56,2,8,3,0,0,3.0,0.0,0.0,6,14.0,0.0,0.0,5.0,0.0,0.0
8797,henrybi01,1961,1,CIN,NL,48,5,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
8798,hodgegi01,1961,1,LAN,NL,109,215,25,52,4,0,8,31.0,3.0,1.0,24,43.0,1.0,0.0,2.0,4.0,5.0
8799,howarfr01,1961,1,LAN,NL,92,267,36,79,10,2,15,45.0,0.0,1.0,21,50.0,3.0,1.0,1.0,2.0,12.0
8800,jacksla01,1961,1,SLN,NL,34,74,9,13,3,2,0,6.0,0.0,0.0,2,14.0,0.0,1.0,6.0,0.0,3.0
8801,johnske02,1961,2,CIN,NL,15,25,1,6,1,0,0,5.0,0.0,0.0,0,11.0,0.0,0.0,1.0,0.0,0.0
8802,joneswi01,1961,1,CIN,NL,9,7,1,0,0,0,0,0.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
8803,kuennha01,1961,1,SFN,NL,131,471,60,125,22,4,5,46.0,5.0,4.0,47,34.0,2.0,1.0,3.0,7.0,15.0
8804,labincl01,1961,1,PIT,NL,56,10,0,1,0,0,0,0.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,1.0
8805,landrho01,1961,1,SFN,NL,43,71,11,17,4,0,2,10.0,0.0,0.0,12,7.0,3.0,0.0,2.0,3.0,3.0
8806,lauch01,1961,1,ML1,NL,28,82,3,17,5,0,0,5.0,1.0,1.0,14,11.0,3.0,1.0,3.0,2.0,1.0
8807,lawve01,1961,1,PIT,NL,11,19,0,5,1,0,0,5.0,0.0,0.0,1,4.0,0.0,1.0,2.0,1.0,0.0
8808,maricju01,1961,1,SFN,NL,30,59,3,7,0,0,0,3.0,1.0,0.0,3,15.0,0.0,0.0,5.0,1.0,2.0
8809,matheed01,1961,1,ML1,NL,152,572,103,175,23,6,32,91.0,12.0,7.0,93,95.0,3.0,2.0,1.0,4.0,10.0
8810,mayele01,1961,1,ML1,NL,110,373,68,101,11,5,14,41.0,10.0,1.0,36,50.0,2.0,3.0,2.0,3.0,1.0
8811,mayswi01,1961,1,SFN,NL,154,572,129,176,32,3,40,123.0,18.0,9.0,81,77.0,15.0,2.0,0.0,4.0,14.0
8812,mazerbi01,1961,1,PIT,NL,152,558,71,148,21,2,13,59.0,2.0,1.0,26,55.0,10.0,3.0,2.0,6.0,9.0
8813,mccarti01,1961,1,SLN,NL,22,67,5,16,2,1,1,6.0,0.0,0.0,0,5.0,0.0,0.0,1.0,0.0,1.0
8814,mccormi03,1961,1,SFN,NL,40,80,3,15,2,0,0,4.0,0.0,0.0,4,25.0,0.0,0.0,5.0,0.0,0.0
8815,mccovwi01,1961,1,SFN,NL,106,328,59,89,12,3,18,50.0,1.0,2.0,37,60.0,3.0,5.0,0.0,4.0,8.0
8816,mcdanli01,1961,1,SLN,NL,55,17,1,4,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,3.0,0.0,0.0
8817,mcmahdo02,1961,1,ML1,NL,53,16,1,3,1,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0
8818,mcmilro01,1961,1,ML1,NL,154,505,42,111,16,0,7,48.0,2.0,4.0,61,86.0,2.0,4.0,11.0,7.0,16.0
8819,millebo04,1961,1,SLN,NL,35,14,2,5,0,1,0,0.0,0.0,0.0,2,5.0,0.0,0.0,2.0,0.0,0.0
8820,millest01,1961,1,SFN,NL,64,20,2,4,1,0,0,1.0,1.0,1.0,4,5.0,0.0,0.0,1.0,0.0,0.0
8821,musiast01,1961,1,SLN,NL,123,372,46,107,22,4,15,70.0,0.0,0.0,52,35.0,17.0,1.0,0.0,6.0,7.0
8822,niemabo01,1961,1,SLN,NL,6,17,0,8,1,0,0,2.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
8823,osteecl01,1961,1,CIN,NL,6,0,2,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8824,paganjo01,1961,1,SFN,NL,134,434,38,110,15,2,5,46.0,8.0,5.0,31,45.0,7.0,2.0,7.0,0.0,13.0
8825,perraro01,1961,1,LAN,NL,53,12,2,1,0,0,0,0.0,0.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0
8826,pinsova01,1961,1,CIN,NL,154,607,101,208,34,8,16,87.0,23.0,10.0,39,63.0,1.0,1.0,4.0,8.0,9.0
8827,podrejo01,1961,1,LAN,NL,32,69,3,16,2,0,0,7.0,0.0,0.0,2,8.0,0.0,0.0,4.0,1.0,2.0
8828,postwa01,1961,1,CIN,NL,99,282,44,83,16,3,20,57.0,0.0,1.0,22,61.0,1.0,1.0,0.0,1.0,7.0
8829,roberro01,1961,1,PHI,NL,26,33,1,3,0,0,0,0.0,0.0,0.0,1,11.0,0.0,1.0,1.0,0.0,1.0
8830,robinfr02,1961,1,CIN,NL,153,545,117,176,32,7,37,124.0,22.0,3.0,71,64.0,23.0,10.0,0.0,10.0,15.0
8831,roofph01,1961,1,ML1,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8832,sadecra01,1961,1,SLN,NL,36,87,6,22,4,0,0,12.0,0.0,0.0,1,7.0,0.0,0.0,2.0,0.0,0.0
8833,santoro01,1961,1,CHN,NL,154,578,84,164,32,6,23,83.0,2.0,3.0,73,77.0,7.0,0.0,1.0,3.0,25.0
8834,schoere01,1961,1,SLN,NL,72,120,9,36,9,0,1,12.0,1.0,0.0,12,6.0,2.0,0.0,1.0,0.0,1.0
8835,schofdi01,1961,1,PIT,NL,60,78,16,15,2,1,0,2.0,0.0,1.0,10,19.0,0.0,0.0,2.0,0.0,1.0
8836,shantbo01,1961,1,PIT,NL,44,16,3,7,1,0,0,3.0,0.0,0.0,2,1.0,0.0,1.0,1.0,0.0,0.0
8837,shortch02,1961,1,PHI,NL,40,37,1,6,0,0,0,2.0,1.0,0.0,1,10.0,0.0,0.0,7.0,0.0,2.0
